                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    901,                0.80681,                0.41411,                0.86464,                0.98817,                0.97875,                0.99433,                0.85145,                0.61267,                0.34486,                0.81352,                0.00703,                0.00703,                0.00703
                    902,                0.82839,                0.42385,                0.87044,                0.98871,                0.97928,                0.99435,                0.85149,                0.61273,                0.34498,                0.81351,              0.0070267,              0.0070267,              0.0070267
                    903,                0.79962,                0.40819,                0.86199,                0.98832,                0.97931,                0.99434,                0.85165,                0.61242,                0.34473,                0.81344,              0.0070234,              0.0070234,              0.0070234
                    904,                0.81726,                0.42322,                0.87106,                0.98815,                0.97942,                0.99433,                0.85181,                0.61225,                 0.3446,                 0.8134,              0.0070201,              0.0070201,              0.0070201
                    905,                0.80368,                0.41292,                0.86262,                0.98843,                0.97896,                0.99425,                0.85164,                0.61212,                0.34475,                0.81334,              0.0070168,              0.0070168,              0.0070168
                    906,                0.79669,                0.40513,                0.86081,                0.98871,                0.97902,                0.99425,                0.85197,                0.61193,                 0.3447,                0.81331,              0.0070135,              0.0070135,              0.0070135
                    907,                0.82526,                0.42468,                0.87043,                0.98914,                0.97847,                0.99428,                0.85184,                0.61134,                0.34468,                0.81323,              0.0070102,              0.0070102,              0.0070102
                    908,                0.80784,                0.41608,                0.86498,                0.98925,                0.97875,                0.99429,                0.85213,                0.61121,                0.34446,                0.81316,              0.0070069,              0.0070069,              0.0070069
                    909,                0.81379,                0.41944,                0.86607,                0.98925,                0.97875,                0.99429,                0.85238,                0.61046,                0.34425,                0.81306,              0.0070036,              0.0070036,              0.0070036
                    910,                0.81576,                0.41462,                0.86299,                0.98922,                0.97875,                0.99428,                0.85224,                0.61028,                0.34405,                0.81299,              0.0070003,              0.0070003,              0.0070003
                    911,                0.80467,                0.40929,                0.86169,                0.98899,                0.97945,                0.99429,                0.85186,                0.60972,                0.34373,                0.81295,               0.006997,               0.006997,               0.006997
                    912,                0.81023,                0.41681,                0.86456,                0.98899,                0.97941,                0.99429,                0.85258,                0.60952,                0.34369,                0.81288,              0.0069937,              0.0069937,              0.0069937
                    913,                0.79699,                0.40888,                 0.8643,                0.98871,                 0.9794,                0.99428,                0.85247,                0.60895,                0.34333,                0.81283,              0.0069904,              0.0069904,              0.0069904
                    914,                0.81007,                0.41557,                0.86395,                0.98899,                0.97939,                0.99428,                0.85287,                0.60878,                0.34316,                0.81277,              0.0069871,              0.0069871,              0.0069871
                    915,                0.80374,                0.41231,                0.86496,                0.98843,                0.97921,                0.99427,                0.85296,                0.60845,                0.34309,                0.81271,              0.0069838,              0.0069838,              0.0069838
                    916,                0.80219,                0.41308,                0.86243,                0.98899,                0.97968,                0.99428,                 0.8531,                0.60825,                0.34335,                0.81267,              0.0069805,              0.0069805,              0.0069805
                    917,                0.80958,                0.41365,                0.86619,                0.98843,                0.97939,                0.99426,                0.85286,                0.60797,                0.34288,                0.81268,              0.0069772,              0.0069772,              0.0069772
                    918,                0.79917,                0.41212,                0.86207,                0.98871,                 0.9792,                0.99427,                0.85294,                0.60791,                0.34281,                0.81266,              0.0069739,              0.0069739,              0.0069739
                    919,                0.80607,                0.41392,                0.86415,                0.98871,                0.97937,                0.99428,                0.85329,                0.60761,                0.34239,                0.81262,              0.0069706,              0.0069706,              0.0069706
                    920,                0.80571,                0.41213,                0.86768,                0.98871,                0.97962,                0.99427,                0.85351,                0.60742,                0.34224,                0.81261,              0.0069673,              0.0069673,              0.0069673
                    921,                0.80211,                 0.4145,                0.86474,                0.98871,                0.97962,                0.99428,                0.85345,                0.60715,                 0.3422,                0.81257,               0.006964,               0.006964,               0.006964
                    922,                0.80649,                0.41143,                0.86344,                0.98885,                0.98043,                0.99428,                 0.8537,                0.60697,                0.34213,                0.81252,              0.0069607,              0.0069607,              0.0069607
                    923,                0.80643,                0.41522,                0.86581,                0.98888,                0.98043,                0.99427,                0.85358,                0.60658,                0.34195,                0.81244,              0.0069574,              0.0069574,              0.0069574
                    924,                0.80067,                0.41403,                0.86044,                0.98872,                0.98054,                0.99428,                0.85368,                0.60616,                0.34177,                0.81237,              0.0069541,              0.0069541,              0.0069541
                    925,                0.79437,                0.40857,                0.86381,                0.98873,                0.98063,                0.99428,                0.85345,                 0.6058,                0.34193,                0.81233,              0.0069508,              0.0069508,              0.0069508
                    926,                0.79505,                 0.4113,                0.86388,                 0.9879,                0.98159,                0.99434,                0.85377,                0.60567,                0.34187,                0.81228,              0.0069475,              0.0069475,              0.0069475
                    927,                0.79467,                 0.4118,                0.85865,                0.98816,                0.98027,                0.99427,                0.85379,                0.60523,                 0.3415,                0.81224,              0.0069442,              0.0069442,              0.0069442
                    928,                0.80487,                0.42019,                0.86839,                0.98824,                0.98015,                0.99434,                0.85402,                0.60502,                0.34149,                0.81219,              0.0069409,              0.0069409,              0.0069409
                    929,                0.79898,                0.41275,                0.86302,                0.98762,                 0.9813,                0.99434,                0.85413,                0.60457,                0.34121,                0.81215,              0.0069376,              0.0069376,              0.0069376
                    930,                0.81322,                0.41591,                0.86972,                0.98794,                0.98155,                0.99436,                0.85384,                0.60443,                0.34107,                 0.8121,              0.0069343,              0.0069343,              0.0069343
                    931,                0.79964,                0.41216,                0.86367,                0.98795,                0.98155,                0.99436,                0.85417,                0.60383,                0.34091,                  0.812,               0.006931,               0.006931,               0.006931
                    932,                0.80663,                0.41249,                0.86356,                0.98845,                0.98053,                0.99435,                0.85418,                0.60337,                0.34066,                0.81195,              0.0069277,              0.0069277,              0.0069277
                    933,                0.80233,                0.41244,                0.86789,                0.98897,                0.98043,                0.99437,                 0.8541,                0.60302,                0.34045,                0.81192,              0.0069244,              0.0069244,              0.0069244
                    934,                0.79668,                0.40933,                0.86234,                0.98901,                0.98104,                0.99438,                0.85426,                0.60278,                0.34037,                0.81189,              0.0069211,              0.0069211,              0.0069211
                    935,                0.80247,                0.41224,                0.86529,                0.98883,                0.98015,                0.99438,                0.85421,                0.60257,                0.34039,                0.81182,              0.0069178,              0.0069178,              0.0069178
                    936,                0.79686,                0.40699,                0.86113,                0.98872,                0.98027,                0.99437,                0.85441,                0.60236,                 0.3403,                0.81177,              0.0069145,              0.0069145,              0.0069145
                    937,                0.78559,                0.40613,                0.86079,                0.98844,                0.98017,                0.99436,                0.85444,                0.60204,                0.34011,                0.81173,              0.0069112,              0.0069112,              0.0069112
                    938,                0.79684,                0.41452,                0.86472,                 0.9885,                0.98015,                0.99436,                0.85465,                0.60224,                0.33991,                0.81174,              0.0069079,              0.0069079,              0.0069079
                    939,                0.79495,                0.41229,                0.86036,                0.98873,                0.98108,                0.99438,                0.85507,                0.60155,                0.33965,                0.81165,              0.0069046,              0.0069046,              0.0069046
                    940,                0.79281,                0.40779,                0.86139,                0.98871,                0.98043,                0.99439,                0.85515,                0.60135,                0.33965,                0.81157,              0.0069013,              0.0069013,              0.0069013
                    941,                0.79994,                0.40905,                 0.8598,                0.98856,                0.98015,                0.99439,                0.85464,                0.60091,                0.33947,                0.81145,               0.006898,               0.006898,               0.006898
                    942,                 0.7939,                0.40894,                0.86123,                0.98843,                0.98015,                0.99438,                0.85539,                0.60053,                0.33923,                0.81142,              0.0068947,              0.0068947,              0.0068947
                    943,                0.80554,                0.41516,                0.86335,                0.98898,                0.98015,                0.99439,                0.85532,                0.60032,                0.33936,                0.81132,              0.0068914,              0.0068914,              0.0068914
                    944,                0.80788,                0.41339,                0.86326,                0.98902,                0.98015,                0.99439,                0.85525,                0.60004,                0.33929,                0.81126,              0.0068881,              0.0068881,              0.0068881
                    945,                0.80287,                0.40923,                0.86079,                0.98905,                0.98015,                0.99437,                0.85489,                0.59971,                0.33934,                 0.8112,              0.0068848,              0.0068848,              0.0068848
                    946,                0.80181,                0.41073,                0.86659,                0.98884,                0.97987,                0.99436,                0.85506,                 0.5993,                0.33905,                0.81113,              0.0068815,              0.0068815,              0.0068815
                    947,                0.79496,                0.40457,                0.86098,                0.98928,                0.98027,                0.99438,                0.85526,                 0.5987,                0.33903,                0.81103,              0.0068782,              0.0068782,              0.0068782
                    948,                0.79943,                0.41116,                 0.8639,                0.98928,                0.98034,                0.99438,                0.85576,                 0.5984,                0.33884,                0.81098,              0.0068749,              0.0068749,              0.0068749
                    949,                0.79071,                0.40706,                0.86001,                0.98936,                0.98015,                0.99439,                0.85606,                0.59769,                0.33837,                0.81084,              0.0068716,              0.0068716,              0.0068716
                    950,                0.79636,                0.40923,                0.86174,                0.98955,                0.98015,                 0.9944,                0.85625,                0.59743,                0.33823,                0.81079,              0.0068683,              0.0068683,              0.0068683
                    951,                0.80735,                0.41543,                0.86449,                  0.989,                0.97997,                0.99439,                0.85592,                0.59686,                0.33794,                 0.8107,               0.006865,               0.006865,               0.006865
                    952,                0.80093,                0.41237,                0.86437,                0.98955,                0.98015,                 0.9944,                0.85601,                0.59675,                0.33782,                0.81065,              0.0068617,              0.0068617,              0.0068617
                    953,                0.80655,                0.41319,                0.86527,                0.98974,                0.98015,                0.99439,                0.85607,                0.59636,                0.33771,                 0.8106,              0.0068584,              0.0068584,              0.0068584
                    954,                0.79223,                0.40808,                0.85856,                0.98971,                0.98015,                0.99438,                0.85613,                0.59606,                 0.3378,                0.81058,              0.0068551,              0.0068551,              0.0068551
                    955,                0.77849,                0.40317,                0.85907,                0.98999,                0.98015,                 0.9944,                0.85652,                0.59564,                0.33739,                 0.8105,              0.0068518,              0.0068518,              0.0068518
                    956,                0.79414,                0.40991,                0.85916,                0.98994,                0.98015,                 0.9944,                0.85635,                0.59519,                0.33703,                0.81045,              0.0068485,              0.0068485,              0.0068485
                    957,                0.78952,                0.40807,                0.85565,                 0.9904,                0.98015,                0.99441,                0.85644,                0.59483,                 0.3368,                0.81037,              0.0068452,              0.0068452,              0.0068452
                    958,                0.79245,                0.41096,                0.86339,                0.99005,                0.98015,                0.99441,                0.85669,                0.59462,                0.33677,                0.81035,              0.0068419,              0.0068419,              0.0068419
                    959,                0.78956,                0.40761,                0.86109,                0.98977,                0.98015,                 0.9944,                0.85705,                 0.5939,                0.33649,                0.81023,              0.0068386,              0.0068386,              0.0068386
                    960,                0.79073,                0.40622,                0.86214,                0.99035,                0.98015,                0.99442,                0.85716,                0.59348,                0.33663,                0.81017,              0.0068353,              0.0068353,              0.0068353
                    961,                0.79197,                0.40839,                0.86024,                0.99012,                0.98042,                0.99442,                0.85704,                0.59307,                0.33638,                 0.8101,               0.006832,               0.006832,               0.006832
                    962,                0.78664,                0.40587,                0.86557,                 0.9904,                0.98019,                0.99442,                0.85732,                0.59312,                0.33605,                0.81005,              0.0068287,              0.0068287,              0.0068287
                    963,                0.79028,                0.40883,                0.86254,                 0.9904,                 0.9802,                0.99443,                0.85737,                0.59298,                0.33608,                0.81004,              0.0068254,              0.0068254,              0.0068254
                    964,                0.78872,                 0.4081,                0.85815,                 0.9904,                 0.9803,                0.99443,                0.85772,                0.59265,                0.33596,                0.80995,              0.0068221,              0.0068221,              0.0068221
                    965,                0.80878,                0.41122,                0.86233,                 0.9904,                0.98023,                0.99443,                0.85761,                0.59247,                0.33591,                0.80993,              0.0068188,              0.0068188,              0.0068188
                    966,                0.78224,                0.40363,                0.86163,                 0.9904,                0.98031,                0.99443,                0.85782,                0.59209,                0.33594,                0.80988,              0.0068155,              0.0068155,              0.0068155
                    967,                0.79646,                0.41109,                0.86522,                0.99032,                0.98043,                0.99442,                0.85798,                0.59188,                0.33558,                0.80981,              0.0068122,              0.0068122,              0.0068122
                    968,                0.79381,                0.40854,                0.85997,                0.99024,                0.98043,                0.99442,                0.85831,                0.59157,                0.33552,                0.80977,              0.0068089,              0.0068089,              0.0068089
                    969,                0.78106,                0.40154,                0.85642,                0.99058,                0.97959,                0.99442,                0.85849,                0.59111,                0.33551,                0.80971,              0.0068056,              0.0068056,              0.0068056
                    970,                0.78545,                0.40365,                0.85886,                0.98956,                0.98031,                0.99441,                0.85857,                0.59065,                0.33539,                 0.8096,              0.0068023,              0.0068023,              0.0068023
                    971,                0.79213,                0.40727,                0.85918,                0.98994,                0.97959,                0.99441,                0.85888,                0.59041,                0.33505,                0.80952,               0.006799,               0.006799,               0.006799
                    972,                0.78542,                 0.4083,                0.85935,                0.98956,                 0.9806,                0.99441,                0.85913,                0.59022,                0.33467,                0.80946,              0.0067957,              0.0067957,              0.0067957
                    973,                0.77951,                0.40284,                0.86023,                0.98956,                0.98066,                0.99441,                0.85894,                0.58967,                0.33501,                0.80937,              0.0067924,              0.0067924,              0.0067924
                    974,                 0.7711,                0.40133,                 0.8586,                0.98929,                0.98097,                0.99443,                0.85925,                0.58931,                0.33475,                0.80931,              0.0067891,              0.0067891,              0.0067891
                    975,                0.77722,                0.40424,                0.85749,                0.98929,                0.98095,                0.99444,                 0.8595,                 0.5891,                 0.3347,                0.80925,              0.0067858,              0.0067858,              0.0067858
                    976,                0.79384,                0.41292,                0.86664,                0.98873,                0.98097,                0.99437,                0.85991,                0.58897,                0.33468,                0.80922,              0.0067825,              0.0067825,              0.0067825
                    977,                0.78103,                0.40551,                0.85892,                0.98873,                0.98148,                0.99441,                0.85952,                0.58834,                0.33433,                0.80915,              0.0067792,              0.0067792,              0.0067792
                    978,                 0.7857,                0.40273,                0.86196,                 0.9893,                 0.9819,                0.99445,                0.86011,                0.58794,                 0.3341,                0.80908,              0.0067759,              0.0067759,              0.0067759
                    979,                 0.7796,                 0.4044,                0.85957,                0.98902,                0.98167,                0.99442,                0.86017,                0.58744,                0.33395,                0.80903,              0.0067726,              0.0067726,              0.0067726
                    980,                0.78909,                0.40782,                0.86023,                0.98873,                0.98146,                0.99439,                0.86055,                0.58713,                0.33391,                0.80898,              0.0067693,              0.0067693,              0.0067693
                    981,                0.77854,                0.39912,                0.85769,                 0.9893,                0.98183,                0.99444,                0.86063,                 0.5865,                0.33341,                0.80886,               0.006766,               0.006766,               0.006766
                    982,                0.77885,                0.40526,                0.85816,                0.98873,                0.98118,                 0.9944,                0.86081,                0.58616,                0.33326,                0.80881,              0.0067627,              0.0067627,              0.0067627
                    983,                0.78539,                0.40498,                0.86376,                0.98929,                0.98162,                0.99443,                 0.8612,                0.58565,                0.33332,                0.80873,              0.0067594,              0.0067594,              0.0067594
                    984,                0.77421,                0.40014,                0.85537,                0.98929,                0.98161,                0.99444,                0.86187,                0.58541,                0.33333,                0.80867,              0.0067561,              0.0067561,              0.0067561
                    985,                0.77788,                0.40254,                0.86224,                0.98929,                0.98155,                0.99443,                0.86132,                0.58514,                0.33281,                0.80861,              0.0067528,              0.0067528,              0.0067528
                    986,                0.78886,                0.40721,                 0.8633,                0.98957,                0.98156,                0.99441,                0.86205,                0.58513,                0.33281,                 0.8086,              0.0067495,              0.0067495,              0.0067495
                    987,                0.78311,                  0.401,                0.85916,                0.98957,                0.98155,                0.99442,                0.86176,                0.58477,                0.33267,                0.80854,              0.0067462,              0.0067462,              0.0067462
                    988,                0.78533,                0.40387,                0.85722,                0.98985,                0.98162,                0.99442,                0.86208,                0.58442,                0.33261,                0.80847,              0.0067429,              0.0067429,              0.0067429
                    989,                0.77802,                0.40478,                0.85926,                0.98999,                0.98155,                0.99444,                0.86216,                0.58382,                 0.3326,                0.80836,              0.0067396,              0.0067396,              0.0067396
                    990,                0.78033,                0.40197,                0.85788,                0.99006,                0.98155,                0.99444,                0.86225,                0.58327,                0.33269,                0.80827,              0.0067363,              0.0067363,              0.0067363
                    991,                0.78593,                0.40543,                0.85992,                0.99013,                 0.9817,                0.99444,                0.86282,                0.58289,                0.33264,                0.80815,               0.006733,               0.006733,               0.006733
                    992,                0.77598,                0.40418,                0.85839,                0.99031,                0.98155,                0.99444,                0.86292,                 0.5824,                0.33212,                 0.8081,              0.0067297,              0.0067297,              0.0067297
                    993,                0.78344,                0.40369,                 0.8586,                0.99055,                0.98211,                0.99445,                 0.8631,                0.58216,                0.33221,                0.80803,              0.0067264,              0.0067264,              0.0067264
                    994,                0.78213,                0.40639,                0.85634,                0.99033,                0.98211,                0.99445,                0.86289,                0.58184,                0.33246,                0.80802,              0.0067231,              0.0067231,              0.0067231
                    995,                0.78719,                0.40541,                0.86204,                0.99069,                0.98211,                0.99446,                0.86354,                0.58181,                0.33226,                0.80798,              0.0067198,              0.0067198,              0.0067198
                    996,                0.77575,                 0.3953,                0.86029,                0.99062,                0.98211,                0.99446,                 0.8634,                0.58158,                0.33246,                0.80794,              0.0067165,              0.0067165,              0.0067165
                    997,                0.77865,                0.40162,                0.85901,                0.99014,                0.98222,                0.99447,                0.86319,                0.58147,                0.33241,                0.80793,              0.0067132,              0.0067132,              0.0067132
                    998,                0.78784,                0.40257,                0.85648,                0.99009,                0.98239,                0.99448,                0.86346,                0.58148,                0.33218,                0.80792,              0.0067099,              0.0067099,              0.0067099
                    999,                0.78967,                0.40309,                0.85676,                0.99014,                0.98241,                0.99448,                0.86372,                0.58087,                0.33197,                0.80783,              0.0067066,              0.0067066,              0.0067066
                   1000,                0.77987,                0.40096,                0.85946,                 0.9904,                0.98239,                0.99448,                0.86394,                0.58067,                0.33175,                0.80778,              0.0067033,              0.0067033,              0.0067033
                   1001,                0.78262,                0.40192,                0.86242,                0.99069,                0.98267,                0.99448,                0.86368,                0.58064,                0.33187,                0.80775,                 0.0067,                 0.0067,                 0.0067
                   1002,                0.77829,                0.40041,                0.85882,                 0.9907,                 0.9824,                0.99449,                0.86361,                0.58039,                0.33182,                0.80772,              0.0066967,              0.0066967,              0.0066967
                   1003,                0.77336,                0.40056,                0.85799,                0.99097,                0.98212,                0.99448,                0.86354,                 0.5802,                 0.3315,                0.80767,              0.0066934,              0.0066934,              0.0066934
                   1004,                0.77123,                0.40146,                 0.8581,                0.99097,                0.98206,                0.99449,                0.86393,                 0.5798,                 0.3317,                0.80762,              0.0066901,              0.0066901,              0.0066901
                   1005,                0.78048,                0.39987,                0.85686,                0.99073,                0.98183,                0.99449,                0.86352,                0.57963,                0.33126,                0.80761,              0.0066868,              0.0066868,              0.0066868
                   1006,                 0.7832,                0.40422,                 0.8605,                0.99073,                0.98183,                0.99449,                0.86368,                0.57943,                0.33136,                0.80757,              0.0066835,              0.0066835,              0.0066835
                   1007,                0.78402,                0.40377,                0.86315,                0.99075,                0.98183,                0.99449,                 0.8638,                0.57915,                0.33136,                0.80755,              0.0066802,              0.0066802,              0.0066802
                   1008,                0.77613,                0.39865,                0.85708,                0.99097,                0.98196,                0.99449,                0.86424,                 0.5791,                0.33154,                0.80754,              0.0066769,              0.0066769,              0.0066769
                   1009,                0.78316,                0.40548,                0.86004,                0.99097,                 0.9821,                0.99449,                 0.8647,                0.57875,                 0.3315,                0.80746,              0.0066736,              0.0066736,              0.0066736
                   1010,                0.77819,                0.40212,                0.85932,                0.99097,                0.98199,                0.99449,                0.86419,                0.57858,                 0.3314,                0.80748,              0.0066703,              0.0066703,              0.0066703
                   1011,                0.78081,                0.40592,                 0.8628,                0.99079,                0.98211,                 0.9945,                0.86432,                0.57863,                0.33134,                0.80742,               0.006667,               0.006667,               0.006667
                   1012,                0.79624,                0.41245,                0.86554,                0.99085,                0.98211,                0.99449,                0.86483,                0.57847,                0.33143,                0.80741,              0.0066637,              0.0066637,              0.0066637
                   1013,                0.77665,                0.40042,                0.85598,                0.99125,                 0.9822,                0.99451,                0.86493,                0.57835,                0.33137,                0.80737,              0.0066604,              0.0066604,              0.0066604
                   1014,                0.78158,                0.40229,                0.86201,                0.99125,                0.98214,                 0.9945,                0.86509,                0.57806,                0.33129,                 0.8073,              0.0066571,              0.0066571,              0.0066571
                   1015,                 0.7898,                0.40804,                0.86111,                0.99157,                0.98155,                 0.9945,                0.86586,                0.57736,                0.33097,                0.80723,              0.0066538,              0.0066538,              0.0066538
                   1016,                0.76635,                0.39985,                0.85999,                0.99145,                0.98183,                 0.9945,                0.86601,                0.57726,                 0.3309,                0.80722,              0.0066505,              0.0066505,              0.0066505
                   1017,                0.78196,                0.40284,                0.86002,                0.99145,                0.98183,                0.99451,                0.86602,                0.57701,                0.33112,                0.80715,              0.0066472,              0.0066472,              0.0066472
                   1018,                0.76585,                0.39869,                0.85678,                0.99157,                0.98183,                0.99452,                0.86617,                0.57678,                0.33107,                0.80711,              0.0066439,              0.0066439,              0.0066439
                   1019,                0.77151,                0.39888,                0.85649,                0.99166,                0.98183,                0.99452,                0.86651,                0.57661,                0.33077,                0.80707,              0.0066406,              0.0066406,              0.0066406
                   1020,                0.77438,                0.40228,                0.86008,                0.99163,                0.98183,                0.99452,                0.86606,                0.57655,                0.33098,                0.80706,              0.0066373,              0.0066373,              0.0066373
                   1021,                0.76782,                0.40163,                0.85844,                 0.9916,                0.98183,                0.99452,                0.86629,                0.57631,                0.33064,                0.80702,               0.006634,               0.006634,               0.006634
                   1022,                 0.7702,                0.40123,                0.85409,                0.99163,                0.98183,                0.99452,                0.86604,                0.57621,                0.33052,                0.80701,              0.0066307,              0.0066307,              0.0066307
                   1023,                0.78313,                0.40661,                0.85955,                0.99181,                0.98207,                 0.9945,                0.86628,                0.57602,                0.33061,                0.80694,              0.0066274,              0.0066274,              0.0066274
                   1024,                0.77704,                0.40242,                0.85807,                0.99209,                0.98208,                0.99452,                0.86638,                0.57593,                0.33085,                0.80689,              0.0066241,              0.0066241,              0.0066241
                   1025,                0.77046,                0.39942,                0.85923,                0.99201,                0.98211,                0.99452,                0.86647,                0.57565,                0.33044,                0.80683,              0.0066208,              0.0066208,              0.0066208
                   1026,                0.77386,                 0.4021,                 0.8616,                0.99209,                0.98187,                0.99456,                0.86635,                0.57564,                0.33077,                0.80683,              0.0066175,              0.0066175,              0.0066175
                   1027,                0.77838,                0.40324,                0.86095,                0.99237,                0.98193,                0.99452,                0.86666,                0.57551,                0.33024,                 0.8068,              0.0066142,              0.0066142,              0.0066142
                   1028,                0.76802,                0.39729,                0.85559,                0.99262,                0.98183,                0.99453,                0.86659,                0.57518,                0.33028,                0.80677,              0.0066109,              0.0066109,              0.0066109
                   1029,                 0.7757,                0.40123,                 0.8575,                0.99265,                0.98174,                0.99453,                0.86672,                0.57513,                 0.3301,                0.80669,              0.0066076,              0.0066076,              0.0066076
                   1030,                0.78352,                0.40513,                0.86054,                0.99265,                0.98165,                0.99454,                0.86689,                0.57502,                0.32994,                0.80668,              0.0066043,              0.0066043,              0.0066043
                   1031,                0.77902,                0.40488,                0.86082,                0.99262,                0.98183,                0.99454,                0.86732,                0.57449,                0.32986,                0.80659,               0.006601,               0.006601,               0.006601
                   1032,                0.76675,                0.39337,                0.85346,                0.99265,                0.98199,                0.99454,                0.86732,                0.57438,                0.32958,                0.80654,              0.0065977,              0.0065977,              0.0065977
                   1033,                0.76521,                0.39641,                0.85568,                0.99293,                 0.9814,                0.99454,                0.86753,                 0.5743,                0.32953,                 0.8065,              0.0065944,              0.0065944,              0.0065944
                   1034,                0.77644,                0.40225,                0.85591,                0.99265,                0.98146,                0.99453,                0.86728,                 0.5741,                0.32971,                0.80645,              0.0065911,              0.0065911,              0.0065911
